strategy,asset,tf,bench_ret,bench_sharpe,ret_none,shp_none,trd_none,ret_up,shp_up,trd_up,ret_trend,shp_trend,trd_trend
atr_breakout,AVAX,4h,-55.445891783567134,-0.6049042881848399,-29.91,-0.473,37,-8.13,-0.037,16,-27.53,-0.551,25
amd_ifvg,AVAX,4h,-55.445891783567134,-0.6049042881848399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,AVAX,4h,-55.445891783567134,-0.6049042881848399,-47.94,-0.994,63,-40.55,-1.138,30,-44.63,-1.196,36
order_blocks,AVAX,4h,-55.445891783567134,-0.6049042881848399,-37.01,-0.576,26,1.33,0.221,12,-4.12,0.13,16
vwap_reversion,AVAX,4h,-55.445891783567134,-0.6049042881848399,-21.4,-0.003,176,-1.76,0.14,60,10.78,0.459,113
chart_pattern,AVAX,4h,-55.445891783567134,-0.6049042881848399,-56.08,-1.166,10,-39.66,-0.658,7,-42.79,-0.752,8
liquidity_sweeps,AVAX,4h,-55.445891783567134,-0.6049042881848399,-55.83,-0.997,9,-41.97,-1.144,2,-57.79,-1.076,7
parabolic_sar,AVAX,4h,-55.445891783567134,-0.6049042881848399,-14.3,0.015,84,-13.98,-0.584,18,-15.16,-0.149,48
range_scalper,AVAX,4h,-55.445891783567134,-0.6049042881848399,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,AVAX,4h,-55.445891783567134,-0.6049042881848399,3.61,0.312,3,0.0,0.0,0,-2.93,-0.443,1
adx_trend,AVAX,4h,-55.445891783567134,-0.6049042881848399,-37.67,-0.567,11,-37.67,-0.567,11,-37.67,-0.567,11
donchian_breakout,AVAX,4h,-55.445891783567134,-0.6049042881848399,-56.74,-1.393,26,-46.59,-1.181,18,-45.75,-1.141,18
tema_cross,AVAX,4h,-55.445891783567134,-0.6049042881848399,-0.54,0.15,24,-11.32,-0.401,9,-11.32,-0.401,9
sma_crossover,LINK,4h,-32.42424242424241,-0.13642856472417295,-10.33,0.049,25,-7.01,0.04,13,-12.99,-0.098,15
ema_crossover,LINK,4h,-32.42424242424241,-0.13642856472417295,-46.24,-0.885,45,-7.17,-0.01,16,-17.66,-0.3,19
rsi,LINK,4h,-32.42424242424241,-0.13642856472417295,-11.67,0.031,7,3.19,0.316,1,-22.23,-0.225,5
bollinger_bands,LINK,4h,-32.42424242424241,-0.13642856472417295,-9.01,0.064,20,-8.18,-0.6,1,-23.37,-0.364,14
macd,LINK,4h,-32.42424242424241,-0.13642856472417295,-38.41,-0.579,87,13.38,0.597,19,-5.54,0.112,48
mean_reversion,LINK,4h,-32.42424242424241,-0.13642856472417295,-17.94,-0.09,32,-0.93,-0.088,1,-15.97,-0.121,22
momentum,LINK,4h,-32.42424242424241,-0.13642856472417295,-32.23,-0.413,31,-18.68,-0.203,22,-24.06,-0.275,26
volume_weighted,LINK,4h,-32.42424242424241,-0.13642856472417295,-13.31,-0.069,14,-17.66,-0.384,5,-5.13,0.079,8
triple_ema,LINK,4h,-32.42424242424241,-0.13642856472417295,-48.56,-1.213,43,-12.18,-0.219,16,-19.65,-0.43,19
rsi_macd_combo,LINK,4h,-32.42424242424241,-0.13642856472417295,-36.48,-0.519,12,-30.52,-1.134,1,-31.98,-0.466,11
stoch_rsi,LINK,4h,-32.42424242424241,-0.13642856472417295,29.4,0.728,48,18.44,0.64,13,-0.73,0.264,35
supertrend,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
ichimoku_cloud,LINK,4h,-32.42424242424241,-0.13642856472417295,-65.32,-1.973,12,-46.67,-1.352,7,-49.97,-1.465,8
pairs_spread,LINK,4h,-32.42424242424241,-0.13642856472417295,-4.8,0.145,21,0.0,0.0,0,-21.97,-0.351,15
squeeze_momentum,LINK,4h,-32.42424242424241,-0.13642856472417295,-9.7,0.136,7,-41.57,-1.462,3,-41.57,-1.462,3
atr_breakout,LINK,4h,-32.42424242424241,-0.13642856472417295,-10.42,0.106,30,-11.95,-0.02,17,-10.24,0.063,21
amd_ifvg,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
heikin_ashi_ema,LINK,4h,-32.42424242424241,-0.13642856472417295,-75.47,-2.201,75,-32.36,-0.663,35,-50.41,-1.21,45
order_blocks,LINK,4h,-32.42424242424241,-0.13642856472417295,11.08,0.462,19,5.81,0.347,10,3.98,0.321,12
vwap_reversion,LINK,4h,-32.42424242424241,-0.13642856472417295,-55.6,-1.03,177,-36.84,-1.269,53,-42.94,-0.903,114
chart_pattern,LINK,4h,-32.42424242424241,-0.13642856472417295,-13.6,0.022,10,2.72,0.304,7,-18.59,-0.12,8
liquidity_sweeps,LINK,4h,-32.42424242424241,-0.13642856472417295,-8.06,0.098,11,-1.19,-0.535,1,-15.25,-0.122,7
parabolic_sar,LINK,4h,-32.42424242424241,-0.13642856472417295,-26.19,-0.232,86,22.1,0.711,27,-13.3,-0.038,55
range_scalper,LINK,4h,-32.42424242424241,-0.13642856472417295,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0
sweep_squeeze_combo,LINK,4h,-32.42424242424241,-0.13642856472417295,0.88,0.157,1,0.0,0.0,0,0.88,0.157,1
adx_trend,LINK,4h,-32.42424242424241,-0.13642856472417295,-34.99,-0.623,11,-34.99,-0.623,11,-34.99,-0.623,11
donchian_breakout,LINK,4h,-32.42424242424241,-0.13642856472417295,-43.01,-0.744,27,-34.93,-0.58,20,-33.24,-0.522,20
tema_cross,LINK,4h,-32.42424242424241,-0.13642856472417295,-48.84,-1.607,39,-14.85,-0.516,14,-21.97,-0.791,16
